;Ano_de_Fabricacion;Tasacion_millones;Marca_encoded;Numero_asientos;Monto_Total_miles;Numero_Cuota_Permiso
5375;2023;28;71;7;9;0
5376;2021;1;50;1;0;0
5377;2013;7;91;5;1;0
5378;2021;9;86;5;1;0
5379;2021;1;125;2;0;0
5380;2014;4;95;2;0;0
5381;2015;6;109;5;1;0
5382;2017;6;95;4;1;0
5383;2012;5;91;4;1;0
5384;2008;2;19;5;0;0
5385;2010;2;19;5;0;0
5386;2017;6;113;1;1;0
5387;2024;25;12;5;2;0
5388;2018;5;42;5;1;0
5389;2018;6;86;5;1;0
5390;2019;6;71;5;1;0
5391;2002;2;71;5;0;0
5392;2019;5;113;5;1;0
5393;2020;9;86;5;1;1
5394;2024;19;88;5;5;0
5395;2021;7;86;5;1;0
5396;2022;9;18;4;1;1
5397;2007;4;91;3;0;0
5398;2007;2;116;5;0;0
5399;2017;8;91;5;1;0
5400;2017;5;54;4;0;1
5401;2016;2;5;2;0;0
5402;2020;8;86;5;1;0
5403;2017;10;91;4;2;0
5404;2013;3;54;5;0;0
5405;2009;4;54;5;0;0
5406;2016;5;54;5;1;0
5407;1981;0;113;1;0;0
5408;2018;11;95;4;2;0
5409;2022;9;16;5;1;0
5410;2022;25;37;2;7;0
5411;2011;3;19;5;0;0
5412;2014;3;91;4;0;0
5413;2024;21;109;7;3;1
5414;2022;8;10;5;1;0
5415;2016;4;132;5;0;0
5416;2016;10;88;5;2;0
5417;2023;18;54;5;4;0
5418;2022;8;19;5;1;0
5419;2024;10;38;2;2;0
5420;2008;3;54;2;0;0
5421;1998;1;50;4;0;0
5422;2016;9;84;5;2;0
5423;2017;4;113;4;0;0
5424;2019;6;54;5;1;0
5425;2012;2;19;5;0;0
5426;2012;3;36;3;0;0
5427;2022;8;38;4;1;0
5428;2017;3;50;1;0;0
5429;2015;6;109;5;1;0
5430;2021;8;86;5;1;0
5431;2024;17;54;5;4;0
5432;2003;2;123;5;0;0
5433;2016;5;54;5;1;0
5434;2014;3;54;5;0;0
5435;2013;3;71;5;0;0
5436;2016;10;91;5;2;0
5437;2018;7;21;4;1;0
5438;2019;13;111;5;3;0
5439;2019;4;19;5;0;0
5440;2009;3;84;5;0;0
5441;2017;4;11;5;0;0
5442;2013;2;12;4;0;0
5443;2019;7;42;5;1;0
5444;2017;0;80;2;0;1
5445;2018;4;16;2;0;0
5446;2007;3;103;5;0;0
5447;2023;20;16;5;5;0
5448;2023;24;19;5;7;0
5449;2022;8;30;4;1;1
5450;2017;4;123;5;0;0
5451;2023;8;19;2;1;0
5452;2020;5;42;5;1;0
5453;2018;5;19;5;1;0
5454;2017;5;54;5;1;0
5455;2015;4;54;5;0;0
5456;2019;6;88;5;0;1
5457;2021;31;54;3;10;0
5458;2022;13;83;4;3;0
5459;2019;10;36;4;2;0
5460;2014;3;54;4;0;1
5461;2012;6;88;7;1;0
5462;2016;1;50;1;0;0
5463;2022;10;86;5;1;1
5464;2011;5;54;5;1;0
5465;2018;4;29;5;0;0
5466;2006;5;116;4;1;0
5467;2023;1;126;2;0;0
5468;2021;7;86;5;1;0
5469;2021;9;113;5;2;0
5470;2024;9;16;5;1;1
5471;2015;3;30;4;0;0
5472;2019;5;18;5;0;1
5473;2018;11;91;5;2;0
5474;2013;8;8;5;1;1
5475;2008;2;116;4;0;0
5476;2015;4;59;3;0;0
5477;2022;11;74;2;2;0
5478;2023;10;30;5;1;1
5479;2024;10;38;2;1;1
5480;2021;5;38;2;1;0
5481;2019;5;19;4;1;0
5482;2012;2;19;5;0;0
5483;2019;6;99;5;0;1
5484;2023;10;38;2;2;0
5485;1996;1;94;5;0;0
5486;2019;18;37;4;4;0
5487;1998;1;116;5;0;0
5488;2021;6;113;5;1;0
5489;2016;6;54;5;1;0
5490;2012;2;19;5;0;0
5491;2021;5;38;4;1;0
5492;2023;2;50;1;0;0
5493;2020;7;32;5;1;1
5494;2015;2;5;5;0;0
5495;2013;3;113;5;0;0
5496;2019;7;54;4;1;0
5497;2018;9;109;5;1;1
5498;2022;9;113;4;1;1
5499;1998;1;88;5;0;0
5500;2007;4;54;5;0;0
5501;2017;9;54;5;1;1
5502;2005;2;19;5;0;0
5503;2015;5;19;4;1;0
5504;2014;7;19;5;1;0
5505;2023;11;19;5;2;0
5506;2012;2;30;3;0;0
5507;2023;14;54;5;3;0
5508;2020;8;123;5;1;0
5509;2022;11;5;5;2;0
5510;2019;5;59;5;1;0
5511;2012;4;109;5;0;1
5512;2017;7;37;5;1;0
5513;2022;9;86;5;2;0
5514;2022;11;30;5;1;1
5515;2015;8;109;5;1;0
5516;2015;3;71;5;0;0
5517;1998;1;50;4;0;0
5518;2022;7;19;4;1;0
5519;2012;5;91;4;1;0
5520;2011;2;88;2;0;0
5521;2005;2;21;5;0;0
5522;2019;10;37;5;2;0
5523;2020;10;54;4;2;0
5524;2001;2;71;4;0;0
5525;2014;7;54;5;1;0
5526;2002;2;71;4;0;0
5527;2021;9;113;5;1;0
5528;2024;12;86;5;2;0
5529;2016;8;81;5;1;0
5530;2023;8;19;5;1;0
5531;2008;3;54;4;0;0
5532;2014;2;19;4;0;0
5533;2011;4;19;5;0;0
5534;2021;13;88;5;1;1
5535;2021;7;86;5;0;1
5536;2020;1;113;1;0;0
5537;2022;11;63;5;1;1
5538;2016;4;71;5;0;0
5539;2006;2;91;5;0;0
5540;2017;5;59;5;1;0
5541;2018;1;53;2;0;0
5542;2012;2;19;5;0;0
5543;2012;3;95;5;0;0
5544;2022;17;83;3;4;0
5545;2016;3;19;4;0;0
5546;1999;1;19;4;0;0
5547;2024;14;54;5;1;1
5548;2019;6;88;4;1;0
5549;2021;7;19;5;1;1
5550;2019;12;54;2;2;0
5551;2023;7;38;5;0;1
5552;2021;10;19;5;2;0
5553;2021;7;86;5;1;0
5554;2023;12;86;5;2;0
5555;2022;8;38;2;1;0
5556;2022;16;109;5;4;0
5557;2016;5;95;4;1;0
5558;2011;6;54;4;1;0
5559;2012;3;37;5;0;0
5560;2021;11;63;5;2;0
5561;2019;6;54;5;1;0
5562;2017;6;21;2;1;0
5563;2023;12;19;5;2;0
5564;2016;5;54;5;1;0
5565;1997;1;116;4;0;0
5566;2022;9;30;5;1;0
5567;2018;6;113;5;1;0
5568;2013;3;54;4;0;0
5569;2019;5;38;4;1;0
5570;2022;9;30;5;2;0
5571;2018;4;32;5;0;0
5572;2017;6;81;5;1;0
5573;2017;4;113;5;0;0
5574;2020;5;5;5;1;0
5575;2018;7;59;5;1;0
5576;2021;8;91;5;1;0
5577;2021;7;86;5;1;0
5578;2010;2;36;4;0;0
5579;2000;2;113;4;0;0
5580;2021;9;86;4;1;1
5581;2018;7;85;4;1;0
5582;2023;6;30;2;1;0
5583;2020;12;95;5;1;1
5584;2013;3;103;4;0;0
5585;2002;2;37;5;0;0
5586;2022;12;19;4;1;1
5587;2022;8;19;2;1;1
5588;2015;10;54;5;2;0
5589;2014;4;113;5;0;0
5590;2021;7;86;5;1;0
5591;2018;5;113;5;1;0
5592;1994;1;19;2;0;0
5593;2017;5;116;5;1;0
5594;2009;2;91;5;0;0
5595;2021;10;86;5;1;1
5596;2018;14;54;7;3;0
5597;2019;9;54;5;1;0
5598;2021;10;39;5;2;0
5599;2021;9;16;7;1;0
5600;2020;12;91;7;2;0
5601;2012;4;42;5;0;0
5602;2022;8;16;5;1;0
5603;2009;2;91;5;0;0
5604;2017;3;19;5;0;0
5605;2019;8;86;5;1;0
5606;2016;4;42;4;0;0
5607;2012;5;37;4;1;0
5608;2020;4;16;5;0;0
5609;2016;3;54;5;0;0
5610;2021;44;19;5;15;0
5611;2022;11;18;5;1;1
5612;2014;3;71;5;0;0
5613;2015;4;59;5;0;0
5614;2024;11;19;5;2;0
5615;2011;6;54;4;1;0
5616;2022;9;86;5;2;0
5617;2021;9;16;5;1;0
5618;2008;2;37;5;0;0
5619;2017;10;71;5;2;0
5620;2023;20;95;5;5;0
5621;2017;5;19;4;1;0
5622;2022;17;109;5;4;0
5623;2014;2;18;4;0;0
5624;2011;1;43;5;0;0
5625;2024;1;126;2;0;0
5626;2021;8;86;5;1;1
5627;2019;5;18;4;1;0
5628;2011;4;91;5;0;0
5629;2015;2;113;5;0;0
5630;2019;3;113;5;0;0
5631;2008;3;54;4;0;0
5632;2016;1;50;5;0;0
5633;2024;15;50;5;3;0
5634;2023;1;50;2;0;0
5635;2017;6;81;5;1;0
5636;1998;2;111;5;0;0
5637;2017;5;91;5;1;0
5638;2022;14;41;5;1;1
5639;2022;9;117;1;2;0
5640;2016;8;54;5;1;0
5641;2021;8;59;5;1;0
5642;2018;6;54;5;1;0
5643;2021;6;42;5;1;0
5644;2012;2;54;5;0;0
5645;2013;3;12;4;0;0
5646;2023;13;65;5;3;0
5647;2023;15;42;4;2;1
5648;2022;21;19;4;5;0
5649;2024;10;113;5;1;1
5650;2025;17;54;5;4;0
5651;2010;3;95;5;0;0
5652;2023;13;86;5;1;1
5653;2016;4;71;5;0;0
5654;2018;12;84;5;2;0
5655;2018;3;38;2;0;0
5656;2017;9;84;5;1;0
5657;2023;11;49;5;2;0
5658;2023;14;116;7;3;0
5659;2012;2;132;5;0;0
5660;2010;3;21;5;0;0
5661;2017;8;84;3;1;0
5662;2019;5;38;5;1;0
5663;2018;7;54;5;1;0
5664;2016;1;113;1;0;0
5665;2023;11;30;7;1;1
5666;2022;15;18;4;3;0
5667;2014;3;91;5;0;0
5668;2006;2;36;5;0;0
5669;2014;6;54;4;1;0
5670;2021;13;97;5;3;0
5671;2022;2;126;2;0;0
5672;2021;17;91;4;2;1
5673;2000;1;50;5;0;0
5674;2023;8;19;2;1;0
5675;2021;11;54;5;2;0
5676;2019;18;123;4;4;0
5677;2015;2;53;2;0;0
5678;2022;8;38;5;1;0
5679;2021;6;54;5;1;0
5680;2003;2;54;5;0;0
5681;2019;15;37;5;3;0
5682;2016;8;19;7;1;0
5683;2018;9;54;4;1;0
5684;2013;3;36;4;0;0
5685;2020;27;85;5;4;1
5686;2016;14;19;4;3;0
5687;2018;5;16;5;0;1
5688;2012;6;54;3;1;0
5689;2020;6;19;5;1;0
5690;2011;4;91;4;0;0
5691;2018;5;71;5;0;1
5692;2020;8;86;5;1;1
5693;2022;16;54;3;4;0
5694;2017;6;86;5;0;1
5695;2013;4;81;4;0;0
5696;2022;8;38;2;1;0
5697;2021;7;16;5;1;0
5698;2010;3;116;5;0;0
5699;2019;5;59;5;0;1
5700;2007;3;19;2;0;0
5701;2004;2;37;5;0;0
5702;2023;21;50;5;5;0
5703;2010;3;54;2;0;0
5704;2022;15;109;5;3;0
5705;2012;2;19;2;0;0
5706;2023;15;83;10;3;0
5707;2023;13;86;5;3;0
5708;1996;1;113;3;0;0
5709;2017;10;81;7;2;0
5710;2012;3;116;5;0;0
5711;2019;7;19;5;1;0
5712;2022;2;22;2;0;0
5713;2017;6;81;2;1;0
5714;2012;5;95;2;1;0
5715;2013;4;54;5;0;0
5716;2023;3;130;2;0;1
5717;2023;4;68;1;0;0
5718;2011;2;19;4;0;0
5719;2023;12;59;4;2;0
5720;2017;5;19;4;1;0
5721;2004;2;116;4;0;0
5722;2012;8;116;5;1;0
5723;2019;8;86;4;1;0
5724;2013;5;21;5;0;1
5725;2012;3;19;4;0;0
5726;2017;6;36;4;1;0
5727;2021;6;19;5;1;0
5728;2020;5;28;4;0;1
5729;2014;3;54;4;0;0
5730;2011;3;113;5;0;0
5731;2011;3;81;4;0;0
5732;2024;16;42;5;3;0
5733;2016;4;32;5;0;0
5734;2020;10;16;5;1;1
5735;2021;10;86;5;2;0
5736;2021;16;54;3;4;0
5737;2014;5;109;5;1;0
5738;2018;5;19;5;1;0
5739;2023;14;71;5;3;0
5740;2018;6;71;4;1;0
5741;2014;2;18;5;0;0
5742;2017;10;8;1;2;0
5743;2020;6;32;5;1;0
5744;2021;13;88;5;3;0
5745;2015;4;113;4;0;0
5746;2020;8;32;7;1;0
5747;2008;3;54;5;0;0
5748;2023;9;86;5;1;1
5749;2023;12;16;5;2;0
5750;2022;7;74;5;0;1
5751;2014;9;116;5;1;1
5752;2018;4;59;5;0;0
5753;2024;9;19;2;2;0
5754;2018;7;32;5;0;1
5755;2011;2;19;4;0;0
5756;2012;3;103;5;0;0
5757;2017;9;54;5;1;0
5758;2014;6;113;5;1;0
5759;2015;4;54;5;0;0
5760;2021;6;19;2;1;0
5761;2014;6;91;5;1;0
5762;2021;16;71;3;3;0
5763;2018;6;71;5;1;0
5764;2020;6;86;5;1;0
5765;2010;2;113;4;0;0
5766;2018;6;54;5;1;0
5767;2023;8;19;3;1;0
5768;1996;1;54;4;0;1
5769;2016;4;54;5;0;0
5770;2012;14;3;5;3;0
5771;2020;9;86;4;1;0
5772;2016;6;71;5;1;0
5773;2022;18;116;4;4;0
5774;1998;1;54;5;0;0
5775;2013;8;36;4;1;0
5776;2014;7;19;5;1;1
5777;2006;1;50;2;0;0
5778;2024;12;86;5;2;0
5779;2012;5;54;5;1;0
5780;2022;10;86;5;2;0
5781;1996;1;91;4;0;0
5782;2009;3;54;2;0;0
5783;2023;9;86;5;1;0
5784;2011;2;54;5;0;0
5785;2023;14;42;5;3;0
5786;2015;5;95;2;1;0
5787;2015;13;62;5;3;0
5788;2010;3;91;5;0;0
5789;2013;3;11;5;0;0
5790;2010;3;21;5;0;0
5791;2014;3;91;5;0;0
5792;2015;4;116;5;0;0
5793;2018;5;32;4;1;0
5794;2017;1;50;2;0;0
5795;2021;8;86;5;1;0
5796;1997;1;95;4;0;1
5797;2023;9;116;5;2;0
5798;2014;4;12;5;0;0
5799;2010;3;54;2;0;0
5800;2022;11;50;5;2;0
5801;2012;5;19;5;0;0
5802;2022;26;85;2;8;0
5803;2016;5;99;4;1;0
5804;2024;12;19;5;2;0
5805;2001;1;91;4;0;0
5806;2012;3;36;2;0;0
5807;2017;5;16;5;1;0
5808;2018;2;126;2;0;0
5809;2018;6;71;5;0;1
5810;2006;1;113;4;0;0
5811;2010;3;123;2;0;0
5812;2023;21;50;5;5;0
5813;2016;7;116;5;1;0
5814;2018;9;71;3;2;0
5815;2022;27;62;5;8;0
5816;2011;4;54;3;0;1
5817;2020;1;7;1;0;0
5818;2023;7;16;2;1;0
5819;2013;3;19;5;0;0
5820;2016;4;113;5;0;0
5821;2017;6;84;5;1;0
5822;2023;10;30;5;1;1
5823;2025;18;42;5;2;1
5824;2019;8;54;5;1;0
5825;2013;2;32;5;0;0
5826;2016;12;71;8;1;1
5827;2017;15;124;5;3;0
5828;2019;2;50;2;0;0
5829;2007;3;54;2;0;0
5830;2017;8;54;4;1;0
5831;2022;9;28;5;2;0
5832;2020;12;71;5;2;0
5833;2016;5;71;5;1;0
5834;2014;8;84;5;1;0
5835;2012;2;19;5;0;0
5836;2016;3;19;5;0;0
5837;2007;0;107;2;0;1
5838;2022;8;16;7;1;0
5839;2022;1;115;2;0;0
5840;2023;11;16;7;1;1
5841;2018;3;35;2;0;0
5842;2011;2;19;4;0;0
5843;2011;4;54;5;0;0
5844;2015;4;113;2;0;0
5845;2016;11;85;5;2;0
5846;2020;6;38;2;0;1
5847;2022;13;54;5;1;1
5848;2008;2;54;4;0;0
5849;2022;11;16;5;1;1
5850;2021;10;113;5;2;0
5851;2022;11;18;5;1;1
5852;2023;9;113;5;1;0
5853;2015;3;54;5;0;0
5854;2021;9;19;5;1;1
5855;2010;3;54;5;0;0
5856;2018;8;109;4;1;0
5857;2023;14;49;5;3;0
5858;2018;7;49;4;1;0
5859;2020;6;113;5;1;0
5860;2019;9;50;5;1;0
5861;2023;8;19;2;1;0
5862;2014;3;19;5;0;0
5863;2023;2;113;1;0;0
5864;2018;7;21;4;0;1
5865;2023;16;42;5;2;1
5866;2003;1;71;5;0;0
5867;2012;5;113;4;1;0
5868;2016;6;36;5;1;0
5869;2002;2;116;4;0;0
5870;2022;9;19;5;1;0
5871;2013;4;54;5;0;0
5872;2018;10;85;2;2;0
5873;2009;3;88;5;0;0
5874;2015;4;84;5;0;0
5875;2022;2;52;1;0;0
5876;2006;2;95;5;0;0
5877;2012;3;19;5;0;0
5878;2013;2;32;7;0;0
5879;2018;6;91;4;1;0
5880;2022;8;59;5;1;0
5881;2016;11;85;3;2;0
5882;2016;3;19;5;0;0
5883;2010;0;113;4;0;0
5884;1998;1;95;2;0;0
5885;2024;10;86;4;2;0
5886;2022;13;19;5;1;1
5887;2007;3;54;5;0;0
5888;2008;3;50;5;0;0
5889;2021;5;113;5;1;0
5890;2018;10;95;5;2;0
5891;2012;5;91;4;1;0
5892;2023;2;79;1;0;0
5893;2012;4;42;5;0;0
5894;2008;4;54;11;0;0
5895;2014;5;42;3;1;0
5896;2013;4;81;5;0;0
5897;2011;2;19;4;0;0
5898;2008;1;79;1;0;0
5899;2021;9;19;5;2;0
5900;2025;38;37;5;13;0
5901;2016;8;54;4;1;1
5902;2000;1;91;5;0;0
5903;2016;9;124;5;1;1
5904;2013;3;59;7;0;0
5905;2010;2;113;5;0;0
5906;2023;35;97;4;11;0
5907;2013;9;37;5;1;0
5908;2025;18;16;5;2;1
5909;2018;8;59;4;1;0
5910;2014;5;71;5;1;0
5911;2023;2;122;2;0;0
5912;2021;13;19;5;3;0
5913;2023;10;86;5;1;1
5914;2021;7;86;5;1;0
5915;2023;3;13;1;0;0
5916;2023;11;59;5;2;0
5917;2022;6;113;5;1;0
5918;2013;5;109;5;1;0
5919;2023;16;84;5;3;0
5920;2005;2;113;4;0;0
5921;2019;5;86;5;1;0
5922;2024;11;81;5;1;1
5923;2019;11;113;5;2;0
5924;2013;2;19;5;0;0
5925;2017;6;5;5;0;1
5926;2020;7;86;5;1;0
5927;2009;2;71;4;0;0
5928;2023;9;86;5;1;0
5929;2017;1;50;1;0;0
5930;2016;6;81;4;1;0
5931;2023;16;88;3;4;0
5932;2023;14;54;4;1;1
5933;2020;6;28;4;1;0
5934;1998;1;19;2;0;0
5935;2011;3;48;2;0;0
5936;2022;11;116;7;2;0
5937;2014;2;32;2;0;1
5938;2018;9;88;5;1;0
5939;2021;13;71;5;1;1
5940;2018;7;116;5;1;0
5941;2018;6;99;5;1;0
5942;2010;3;109;5;0;1
5943;1996;1;94;4;0;0
5944;2015;3;19;4;0;0
5945;2014;4;99;4;0;0
5946;2023;11;59;5;2;0
5947;2018;9;84;5;1;0
5948;2007;3;54;5;0;0
5949;2021;3;113;1;0;0
5950;2013;2;113;4;0;0
5951;2017;5;54;5;1;0
5952;2013;2;54;5;0;0
5953;2011;2;19;5;0;0
5954;2010;4;109;5;0;0
5955;2022;7;123;5;1;0
5956;2019;8;86;5;1;0
5957;2010;4;19;5;0;0
5958;2012;8;54;7;1;0
5959;2012;3;91;4;0;0
5960;2014;3;91;5;0;0
5961;2019;10;50;5;1;1
5962;2022;7;19;2;1;0
5963;2024;12;116;4;1;1
5964;2012;2;41;5;0;0
5965;2013;3;81;6;0;0
5966;1998;1;111;4;0;0
5967;2013;4;54;5;0;0
5968;2018;7;19;7;1;0
5969;2019;13;54;2;3;0
5970;2011;5;71;5;1;0
5971;2022;8;19;5;1;0
5972;2023;11;86;5;2;0
5973;2023;1;126;2;0;0
5974;2015;20;8;4;2;1
5975;2021;6;19;2;1;0
5976;2016;4;113;5;0;0
5977;2010;2;19;4;0;0
5978;2017;4;113;5;0;0
5979;2023;12;86;5;2;0
5980;2022;10;65;5;2;0
5981;2017;6;21;2;1;0
5982;2004;2;99;3;0;0
5983;2008;2;113;4;0;0
5984;2019;5;54;5;1;0
5985;2013;3;36;5;0;0
5986;2007;3;113;5;0;0
5987;2025;9;74;2;1;1
5988;2005;2;54;5;0;1
5989;2012;2;19;5;0;0
5990;2012;2;36;5;0;0
5991;2016;6;84;7;1;0
5992;2017;5;37;5;1;0
5993;2019;13;87;4;3;0
5994;2013;3;81;5;0;0
5995;2008;3;91;5;0;0
5996;2014;6;116;5;1;0
5997;2017;4;54;5;0;0
5998;2019;6;59;5;1;0
5999;2014;9;37;5;1;1
6000;2014;3;54;5;0;0
6001;2010;3;54;5;0;0
6002;2018;7;95;2;0;1
6003;2013;4;113;5;0;0
6004;2013;4;54;3;0;0
6005;2012;3;91;4;0;0
6006;2012;1;126;1;0;0
6007;2022;10;86;5;2;0
6008;2010;3;88;5;0;0
6009;2022;7;113;5;1;0
6010;2010;0;120;1;0;0
6011;1999;2;50;5;0;0
6012;2009;3;54;5;0;0
6013;2010;5;116;4;1;0
6014;2017;9;87;5;1;1
6015;2002;1;95;4;0;0
6016;2005;2;113;5;0;0
6017;2022;11;54;5;1;1
6018;2014;4;21;2;0;0
6019;2017;1;80;1;0;0
6020;2008;3;71;5;0;0
6021;2009;2;113;5;0;1
6022;2008;4;84;5;0;0
6023;2012;6;19;7;1;0
6024;2008;3;81;2;0;0
6025;1998;1;116;4;0;0
6026;2024;15;95;5;2;1
6027;2013;3;81;6;0;0
6028;2014;3;19;5;0;0
6029;2006;4;54;5;0;0
6030;2011;4;59;5;0;0
6031;2017;5;71;5;1;0
6032;2023;8;19;7;1;0
6033;2017;4;54;5;0;0
6034;1998;1;24;4;0;1
6035;2018;11;91;5;2;0
6036;2023;8;19;2;1;0
6037;2022;14;21;5;3;0
6038;2011;3;19;4;0;0
6039;1998;1;113;3;0;0
6040;2024;7;67;2;0;1
6041;2024;18;16;5;2;1
6042;2009;1;113;4;0;0
6043;2000;2;50;5;0;0
6044;2018;8;109;4;1;1
6045;2018;5;59;5;1;0
6046;2016;8;54;3;1;0
6047;2022;10;59;5;1;1
6048;2019;5;5;4;0;1
6049;2023;12;16;5;2;0
6050;2019;6;16;4;1;0
6051;2018;5;38;2;1;0
6052;2014;2;19;5;0;0
6053;2025;16;16;7;4;0
6054;2023;14;54;5;3;0
6055;2016;4;113;5;0;0
6056;2021;19;37;5;5;0
6057;1996;1;116;3;0;0
6058;2019;10;54;5;2;0
6059;2012;5;88;4;1;0
6060;2022;9;113;5;2;0
6061;2022;2;126;2;0;0
6062;2019;6;19;5;0;1
6063;2022;6;16;5;1;0
6064;2014;3;54;4;0;0
6065;2022;9;54;5;2;0
6066;2019;6;86;4;1;0
6067;2022;8;32;5;1;0
6068;2022;10;86;5;2;0
6069;2018;6;18;5;1;0
6070;2024;14;39;5;1;1
6071;2014;7;19;7;1;0
6072;2020;7;86;5;1;0
6073;2019;7;113;5;1;0
6074;2018;8;36;2;1;0
6075;2017;8;84;5;1;0
6076;2019;4;32;7;0;0
6077;2011;5;123;5;1;0
6078;2013;2;19;3;0;0
6079;2013;3;81;2;0;0
6080;2014;4;99;5;0;0
6081;2000;1;19;5;0;1
6082;1997;2;50;5;0;0
6083;2022;12;42;5;1;1
6084;2022;10;39;5;2;0
6085;2018;4;19;5;0;0
6086;2020;15;54;3;3;0
6087;2008;4;54;3;0;0
6088;2007;2;116;5;0;0
6089;2006;2;54;5;0;0
6090;2023;9;54;4;2;0
6091;2018;5;54;5;0;1
6092;2025;9;81;5;1;1
6093;2013;5;91;5;1;0
6094;2012;3;103;5;0;0
6095;2013;2;41;4;0;0
6096;2018;1;50;5;0;0
6097;2021;9;86;5;1;1
6098;2022;12;59;3;1;1
6099;2006;2;24;5;0;0
6100;2017;17;85;5;2;1
6101;1995;1;19;3;0;0
6102;2010;3;109;5;0;0
6103;2021;7;86;5;1;0
6104;2021;13;71;5;3;0
6105;2013;3;42;5;0;0
6106;1990;0;19;5;0;0
6107;2022;11;16;5;1;1
6108;2021;9;86;5;2;0
6109;2013;3;36;4;0;0
6110;2013;4;84;5;0;1
6111;2022;14;19;4;3;0
6112;2021;7;86;5;1;0
6113;2009;2;116;5;0;0
6114;2014;2;19;5;0;0
6115;2015;8;54;5;1;0
6116;2016;8;54;1;1;0
6117;2010;3;88;4;0;0
6118;2023;13;65;5;3;0
6119;2017;2;101;2;0;0
6120;2003;2;88;5;0;0
6121;2021;9;19;5;1;1
6122;2011;5;91;5;1;0
6123;2014;5;91;5;0;1
6124;2013;5;54;7;0;1
6125;2016;2;113;5;0;0
6126;2012;3;103;5;0;0
6127;2019;4;113;5;0;0
6128;2024;12;18;5;2;0
6129;2014;4;71;5;0;0
6130;2024;16;32;5;2;1
6131;2011;2;103;5;0;0
6132;2010;2;54;5;0;0
6133;1998;1;19;5;0;0
6134;2018;7;71;5;1;0
6135;1998;1;113;5;0;0
6136;2024;23;88;5;6;0
6137;2022;13;113;4;3;0
6138;2014;8;85;5;1;0
6139;2001;1;95;5;0;0
6140;2012;4;91;5;0;1
6141;2014;3;54;4;0;0
6142;2023;11;19;5;2;0
6143;2017;5;19;5;1;0
6144;2021;6;38;2;1;0
6145;2024;16;60;5;2;1
6146;2010;3;95;2;0;0
6147;2021;10;54;5;2;0
6148;2022;0;92;2;0;0
6149;2021;6;38;4;1;0
6150;2011;2;54;5;0;0
6151;2013;4;81;4;0;0
6152;2012;2;42;4;0;0
6153;2023;8;86;5;1;1
6154;2018;4;19;2;0;0
6155;2023;11;86;5;2;0
6156;2018;3;50;2;0;1
6157;2022;1;126;2;0;0
6158;2015;6;91;5;1;0
6159;2020;3;113;5;0;1
6160;2023;26;109;5;7;0
6161;2013;3;19;5;0;0
6162;2016;3;19;5;0;0
6163;2023;16;18;5;4;0
6164;2013;3;19;5;0;0
6165;2022;12;42;5;2;0
6166;2024;5;126;2;1;0
6167;2013;6;54;2;0;1
6168;2011;5;54;5;1;0
6169;2019;5;59;5;1;0
6170;2002;2;19;4;0;0
6171;2017;6;49;5;1;0
6172;2003;2;113;5;0;0
6173;1993;0;2;2;0;0
6174;2014;7;84;5;1;0
6175;2022;2;122;2;0;0
6176;2022;8;38;2;1;0
6177;2014;6;54;5;1;0
6178;2020;7;19;5;1;0
6179;2022;16;54;2;4;0
6180;2020;5;59;5;0;1
6181;2008;3;95;5;0;0
6182;2022;9;113;5;1;0
6183;2017;12;109;7;2;0
6184;2008;3;21;5;0;1
6185;2023;12;86;5;2;0
6186;2017;5;11;5;1;0
6187;2014;4;12;5;0;0
6188;2022;7;16;5;1;0
6189;2012;4;91;5;0;0
6190;2022;14;83;1;3;0
6191;2024;13;16;7;1;1
6192;2003;1;71;5;0;0
6193;2021;9;28;4;1;1
6194;2014;3;103;5;0;0
6195;2022;5;113;5;1;0
6196;2021;9;16;5;1;1
6197;2023;11;86;5;2;0
6198;2010;2;19;5;0;0
6199;2022;15;109;5;2;1
6200;2020;6;113;5;1;0
6201;2011;5;54;4;1;0
6202;1999;1;116;5;0;0
6203;2023;2;7;2;0;0
6204;2011;2;19;4;0;0
6205;2005;4;50;5;0;1
6206;2010;4;54;4;0;0
6207;2023;6;38;2;1;0
6208;2008;1;43;2;0;0
6209;2021;13;86;5;3;0
6210;2023;7;113;5;0;1
6211;2021;7;32;5;1;0
6212;2020;6;54;5;1;0
6213;2014;5;37;5;1;0
6214;2014;3;19;5;0;0
6215;2013;5;84;5;1;0
6216;2023;10;19;5;2;0
6217;2017;8;54;4;1;0
6218;2019;11;116;5;1;1
6219;2023;5;16;2;1;0
6220;1997;1;19;5;0;0
6221;2014;4;19;5;0;0
6222;2022;7;19;2;1;0
6223;2012;3;54;4;0;0
6224;2022;9;123;5;1;1
6225;2014;5;54;4;1;0
6226;2011;7;109;5;1;0
6227;2013;2;113;4;0;0
6228;2014;2;32;5;0;0
6229;2019;6;91;5;1;0
6230;2013;5;109;5;1;0
6231;2005;2;84;5;0;0
6232;2019;9;50;5;1;0
6233;2018;6;54;4;1;0
6234;2020;10;54;5;1;1
6235;2012;3;103;5;0;0
6236;2020;6;11;5;1;0
6237;2019;6;16;5;1;0
6238;2020;10;109;5;2;0
6239;2013;0;126;1;0;0
6240;2025;36;19;5;12;0
6241;2021;9;116;5;1;0
6242;2021;7;5;5;0;1
6243;2003;2;113;5;0;0
6244;2013;2;19;3;0;0
6245;2014;3;54;5;0;0
