;Ano_de_Fabricacion;Tasacion_millones;Marca_encoded;Numero_asientos;Monto_Total_miles;Numero_Cuota_Permiso
3271;2023;22;88;4;6;0
3272;2012;3;54;5;0;0
3273;2022;10;81;2;2;0
3274;2019;1;90;1;0;0
3275;2024;10;66;5;1;1
3276;2014;2;19;5;0;0
3277;2014;8;84;4;1;0
3278;2022;6;38;2;1;0
3279;2021;12;116;5;2;0
3280;2013;4;54;5;0;0
3281;2022;8;19;2;1;0
3282;2024;10;66;5;2;0
3283;2013;3;19;5;0;1
3284;2018;1;126;2;0;0
3285;2014;2;113;4;0;0
3286;2013;3;19;4;0;0
3287;2023;12;16;5;2;0
3288;2021;9;30;5;2;0
3289;2019;5;54;5;1;0
3290;2006;2;116;3;0;0
3291;2012;4;91;5;0;0
3292;2013;3;71;5;0;0
3293;2021;5;113;5;1;0
3294;2020;7;59;5;1;0
3295;2006;2;54;5;0;0
3296;2018;5;18;5;1;0
3297;2021;7;95;5;1;0
3298;2014;4;99;4;0;0
3299;2002;1;21;3;0;0
3300;2015;3;30;4;0;0
3301;2008;2;71;5;0;0
3302;2013;4;54;4;0;0
3303;2014;3;116;5;0;0
3304;2014;5;42;4;0;0
3305;2007;4;54;5;0;0
3306;2023;20;95;5;5;0
3307;2021;5;38;4;0;1
3308;2014;4;91;5;0;0
3309;2019;10;91;5;2;0
3310;2011;3;91;4;0;0
3311;2018;4;16;7;0;0
3312;2022;15;109;5;3;0
3313;2016;7;109;4;1;0
3314;2019;9;50;5;1;0
3315;2019;5;32;5;0;0
3316;2019;6;113;7;0;1
3317;2015;6;19;5;1;0
3318;2017;4;54;5;0;0
3319;2021;6;32;5;0;1
3320;2015;3;19;4;0;0
3321;2010;2;123;4;0;0
3322;2022;1;90;1;0;0
3323;2012;2;19;5;0;0
3324;2018;5;59;5;1;0
3325;2010;3;19;5;0;0
3326;2013;4;91;5;0;0
3327;2022;8;38;5;1;0
3328;2000;2;71;2;0;0
3329;2023;8;19;2;1;0
3330;2021;9;86;5;1;0
3331;2010;3;71;5;0;0
3332;2011;5;37;4;1;0
3333;2000;1;116;4;0;0
3334;2013;5;109;5;0;1
3335;2017;5;116;4;1;0
3336;2019;1;113;1;0;0
3337;2025;12;38;2;3;0
3338;1996;1;36;5;0;0
3339;2013;8;37;5;1;1
3340;2009;2;54;5;0;0
3341;2019;6;88;4;0;1
3342;2019;8;113;4;1;0
3343;2020;8;95;3;1;0
3344;1995;1;91;4;0;0
3345;2005;2;116;5;0;0
3346;2017;8;116;5;1;0
3347;2019;13;54;2;3;0
3348;2014;7;54;5;1;0
3349;2011;2;19;5;0;0
3350;2014;3;36;5;0;0
3351;2016;6;19;4;1;0
3352;1997;1;88;5;0;0
3353;2019;6;42;4;1;0
3354;2012;2;19;5;0;0
3355;2024;12;19;5;3;0
3356;2006;4;54;5;0;0
3357;2022;11;16;5;2;0
3358;2018;8;116;5;1;1
3359;2015;4;71;3;0;1
3360;2014;2;19;4;0;0
3361;2020;8;123;5;1;1
3362;2020;12;71;5;2;0
3363;2015;5;95;3;1;0
3364;2005;1;36;5;0;0
3365;2019;6;19;5;1;0
3366;2014;7;62;4;1;0
3367;1996;1;100;5;0;0
3368;2017;6;95;5;0;1
3369;2002;2;54;5;0;0
3370;2012;3;19;5;0;0
3371;2015;5;81;8;0;1
3372;2016;5;19;5;1;0
3373;2017;6;113;4;1;0
3374;2022;7;113;5;1;0
3375;2022;13;83;5;3;0
3376;2022;9;86;5;2;0
3377;2019;6;19;5;0;1
3378;2022;2;126;2;0;0
3379;2002;1;54;5;0;0
3380;2024;14;54;5;1;1
3381;2018;5;19;5;0;1
3382;2017;7;113;5;1;0
3383;2010;0;34;1;0;0
3384;2016;9;54;5;1;0
3385;2022;10;86;5;2;0
3386;2013;3;71;4;0;0
3387;2018;5;71;5;1;0
3388;2019;11;19;5;1;1
3389;2015;4;42;5;0;1
3390;1999;1;19;5;0;0
3391;2023;6;38;5;1;0
3392;2010;3;19;5;0;0
3393;2019;6;19;5;1;0
3394;2015;2;5;8;0;0
3395;2013;6;54;2;0;1
3396;2022;10;19;5;1;1
3397;2020;5;19;4;1;0
3398;2022;12;19;4;2;0
3399;2019;5;32;4;0;1
3400;2023;10;59;5;2;0
3401;2025;15;38;5;2;1
3402;2011;4;19;5;0;0
3403;2014;3;54;5;0;0
3404;2017;4;113;5;0;0
3405;2011;2;131;4;0;0
3406;2018;5;54;4;0;1
3407;2014;6;81;4;0;1
3408;2025;15;38;5;3;0
3409;2021;9;86;5;1;1
3410;2019;6;54;5;1;0
3411;2021;7;54;5;1;1
3412;2024;16;63;7;2;1
3413;2024;10;113;2;1;1
3414;2017;4;54;5;0;0
3415;2022;1;79;1;0;0
3416;1979;0;19;5;0;0
3417;2023;8;19;2;1;0
3418;2015;6;54;2;1;0
3419;2016;6;54;5;0;1
3420;2023;12;63;7;2;0
3421;2017;4;16;5;0;0
3422;2017;8;116;5;1;0
3423;2023;15;59;9;3;0
3424;2023;3;52;1;0;0
3425;2015;3;16;4;0;0
3426;2007;2;116;5;0;0
3427;2017;4;59;5;0;0
3428;2007;2;19;3;0;0
3429;2024;25;109;7;7;0
3430;2022;1;126;2;0;0
3431;2019;14;116;5;3;0
3432;2015;3;16;4;0;0
3433;2017;5;54;5;1;0
3434;2006;2;21;2;0;0
3435;2024;9;86;5;2;0
3436;2022;18;82;5;1;0
3437;2011;3;54;5;0;0
3438;2014;6;50;5;1;0
3439;2012;4;54;4;0;0
3440;2009;3;19;2;0;0
3441;2017;11;88;5;1;1
3442;2023;19;37;5;2;1
3443;2024;14;54;5;1;1
3444;2013;6;19;4;1;0
3445;2018;7;113;5;1;0
3446;2022;20;19;5;3;1
3447;2014;2;19;5;0;0
3448;1993;1;24;4;0;0
3449;2017;6;81;5;1;0
3450;2018;5;99;4;1;0
3451;2014;5;91;5;1;0
3452;2004;2;113;5;0;0
3453;2020;7;86;3;1;1
3454;2012;2;19;3;0;0
3455;2019;15;88;5;3;0
3456;2016;4;113;5;0;0
3457;2010;3;109;5;0;0
3458;2021;8;32;7;1;1
3459;2019;49;96;4;9;1
3460;2017;4;38;2;0;0
3461;2012;2;19;4;0;0
3462;2004;1;71;4;0;0
3463;2006;2;54;5;0;0
3464;2024;13;41;5;3;0
3465;2018;5;54;5;0;1
3466;2022;13;83;2;1;1
3467;2013;5;116;5;1;0
3468;2021;9;59;4;2;0
3469;2016;9;50;5;2;0
3470;2014;5;54;5;1;0
3471;2022;10;86;5;2;0
3472;2020;8;113;5;1;0
3473;2015;3;18;5;0;0
3474;2021;8;71;5;1;1
3475;2017;7;54;5;1;0
3476;2018;15;54;5;3;0
3477;2021;2;126;2;0;0
3478;1997;1;91;5;0;0
3479;2017;4;54;4;0;0
3480;2023;11;19;5;2;0
3481;2022;7;16;4;1;0
3482;2020;5;113;5;1;0
3483;2020;2;126;2;0;0
3484;2016;9;54;3;1;0
3485;2016;5;116;5;1;0
3486;2022;14;88;5;3;0
3487;2023;11;59;4;1;1
3488;2021;13;97;5;3;0
3489;2023;3;130;2;0;1
3490;2019;10;95;7;1;1
3491;2014;3;113;5;0;0
3492;2013;4;95;5;0;0
3493;2014;6;54;5;1;0
3494;2016;4;54;3;0;0
3495;2022;13;49;5;1;1
3496;2016;6;95;5;1;0
3497;2021;6;54;5;1;0
3498;2004;2;37;5;0;0
3499;2025;10;30;5;1;1
3500;2021;8;81;5;1;0
3501;2014;2;43;3;0;0
3502;2022;3;50;1;0;0
3503;2025;11;19;2;2;0
3504;2023;11;28;7;2;0
3505;2012;5;84;4;1;0
3506;2022;10;39;5;2;0
3507;2012;6;54;7;1;0
3508;2022;22;19;5;6;0
3509;2022;7;86;4;0;1
3510;2022;12;16;5;2;0
3511;2015;8;71;2;1;0
3512;2012;2;19;4;0;0
3513;2010;3;95;5;0;0
3514;2016;6;54;5;1;0
3515;2023;8;19;2;1;0
3516;2022;11;65;5;1;1
3517;2019;4;18;4;0;0
3518;2025;14;16;5;3;0
3519;2015;4;54;5;0;0
3520;2021;6;29;7;1;0
3521;2018;4;30;5;0;0
3522;2015;2;16;2;0;0
3523;2022;9;30;5;1;1
3524;2023;7;113;5;1;0
3525;2018;6;19;5;1;0
3526;2022;17;37;2;4;0
3527;2014;3;19;5;0;0
3528;2024;12;86;4;2;0
3529;2012;2;54;5;0;0
3530;2017;5;19;5;1;0
3531;2016;2;40;5;0;0
3532;2007;3;54;4;0;0
3533;2022;10;86;5;2;0
3534;2017;10;85;4;2;0
3535;2016;6;84;5;1;0
3536;2018;5;113;5;0;1
3537;2012;6;54;5;1;0
3538;2020;7;37;5;1;0
3539;2024;23;95;5;6;0
3540;2019;8;21;5;1;0
3541;2019;8;21;5;1;0
3542;2014;2;113;5;0;0
3543;2024;15;59;5;2;1
3544;2000;2;0;5;0;0
3545;2017;4;54;5;0;0
3546;2013;4;91;2;0;0
3547;2022;11;16;5;1;1
3548;2017;18;85;3;4;0
3549;2017;5;32;5;1;0
3550;2005;2;21;5;0;1
3551;2012;4;91;4;0;0
3552;2017;4;38;2;0;0
3553;2021;9;16;5;1;0
3554;2005;2;113;2;0;0
3555;2016;6;37;5;1;0
3556;2014;5;95;5;1;0
3557;2022;13;41;5;3;0
3558;2024;12;18;4;2;0
3559;2021;7;19;5;1;0
3560;2017;6;19;5;0;1
3561;2017;13;71;5;3;0
3562;2022;15;109;5;3;0
3563;2018;8;123;5;1;0
3564;2021;6;16;5;1;0
3565;2020;5;18;5;0;0
3566;2012;5;54;5;1;0
3567;1995;1;94;5;0;0
3568;2022;8;19;4;1;0
3569;2022;8;30;5;1;0
3570;2023;1;50;1;0;0
3571;2017;6;21;2;1;0
3572;2022;9;32;7;2;0
3573;2013;0;120;1;0;0
3574;2011;5;91;5;1;0
3575;2002;3;54;5;0;0
3576;2021;9;16;7;1;0
3577;2019;6;99;5;1;0
3578;2019;2;126;1;0;0
3579;2005;2;54;5;0;0
3580;2014;4;54;5;0;0
3581;2024;12;19;5;2;0
3582;2024;21;54;5;3;1
3583;2025;2;46;1;0;0
3584;2022;9;116;5;2;0
3585;2022;11;86;5;1;1
3586;2014;9;31;5;1;0
3587;2008;3;123;4;0;0
3588;2011;3;19;5;0;0
3589;2014;4;95;4;0;0
3590;2011;5;109;5;1;0
3591;2023;16;54;4;2;1
3592;2021;9;83;5;1;0
3593;2024;12;21;5;2;0
3594;2017;4;19;4;0;0
3595;2017;9;37;5;2;0
3596;2015;3;54;5;0;0
3597;2024;68;85;2;26;0
3598;2023;4;15;2;0;0
3599;2013;8;109;5;1;0
3600;2010;1;12;5;0;1
3601;2011;2;103;5;0;0
3602;2012;2;113;4;0;0
3603;2019;7;37;5;1;0
3604;2023;11;16;5;1;1
3605;2015;6;54;2;0;1
3606;2024;12;116;5;2;0
3607;2012;9;62;5;2;0
3608;2022;8;11;5;1;0
3609;2021;18;85;3;4;0
3610;2007;3;71;5;0;0
3611;2019;9;116;5;1;0
3612;2015;6;81;4;1;0
3613;2022;10;113;5;2;0
3614;2017;5;54;5;1;0
3615;2020;8;16;4;1;0
3616;2017;9;54;5;1;0
3617;2018;6;42;5;1;0
3618;2022;11;50;5;2;0
3619;2018;5;19;5;0;1
3620;2019;4;16;2;0;0
3621;2022;11;63;5;1;1
3622;2016;10;91;4;1;1
3623;2013;2;19;5;0;0
3624;2012;4;71;5;0;0
3625;2010;4;54;5;0;0
3626;2019;7;71;4;1;0
3627;2013;5;19;5;1;0
3628;2021;29;19;5;9;0
3629;2023;6;38;5;1;0
3630;2016;7;54;5;0;1
3631;2018;6;91;5;1;0
3632;2023;10;30;5;2;0
3633;2024;3;101;1;0;0
3634;2015;7;54;5;1;0
3635;2018;14;54;7;3;0
3636;2022;12;19;5;2;0
3637;2022;10;41;5;2;0
3638;2020;6;36;5;1;0
3639;2014;4;116;4;0;0
3640;2021;7;86;5;1;0
3641;2010;3;91;5;0;0
3642;2012;4;84;3;0;0
3643;2009;1;50;1;0;0
3644;2012;2;19;5;0;0
3645;2023;10;19;5;1;1
3646;2010;2;54;5;0;0
3647;2025;15;116;5;3;0
3648;2001;1;54;5;0;0
3649;2009;3;37;5;0;0
3650;2023;15;41;5;3;0
3651;2013;4;113;5;0;0
3652;2019;8;19;5;1;0
3653;2022;7;86;5;1;0
3654;2016;3;19;5;0;0
3655;2017;13;54;5;3;0
3656;2022;2;80;2;0;0
3657;2019;5;19;5;0;1
3658;2023;2;50;2;0;0
3659;2013;2;41;5;0;0
3660;2023;14;91;5;1;1
3661;2021;1;6;1;0;0
3662;2016;4;19;5;0;0
3663;2014;2;41;5;0;0
3664;2021;11;19;5;1;1
3665;2017;7;123;4;1;0
3666;2014;4;50;5;0;0
3667;2022;14;62;5;1;1
3668;2023;12;83;5;1;1
3669;2020;10;30;5;2;0
3670;2013;4;91;5;0;0
3671;2014;5;84;5;1;0
3672;2023;11;19;5;2;0
3673;2020;5;19;4;0;1
3674;2006;2;113;5;0;0
3675;2003;1;37;4;0;0
3676;2023;8;38;5;1;1
3677;2020;8;132;4;1;0
3678;2013;6;84;5;1;0
3679;1994;1;84;5;0;0
3680;1996;1;36;2;0;0
3681;1996;1;111;5;0;0
3682;1997;1;94;2;0;0
3683;2012;2;91;5;0;0
3684;2024;1;45;2;0;0
3685;2017;5;19;5;0;1
3686;2015;7;91;4;1;0
3687;2017;10;91;5;2;0
3688;2016;4;113;5;0;0
3689;2014;3;18;5;0;0
3690;2016;3;19;3;0;0
3691;2022;13;41;5;3;0
3692;2016;3;113;5;0;0
3693;2022;29;19;4;4;1
3694;2014;6;111;5;1;0
3695;2023;17;86;5;4;0
3696;2022;16;54;2;2;1
3697;2021;2;50;1;0;0
3698;2022;8;19;2;1;1
3699;2019;4;38;2;0;0
3700;2004;3;109;5;0;0
3701;2024;1;50;1;0;0
3702;2009;2;116;5;0;0
3703;2018;8;84;5;1;1
3704;2017;3;38;5;0;0
3705;2012;5;91;2;1;0
3706;2023;9;54;5;1;0
3707;2006;2;116;5;0;0
3708;1988;0;113;2;0;0
3709;2009;2;54;5;0;0
3710;2004;2;113;7;0;0
3711;2021;7;19;5;1;0
3712;1998;1;91;4;0;0
3713;2012;3;19;5;0;0
3714;2017;4;54;5;0;0
3715;2012;3;71;4;0;0
3716;2013;4;42;5;0;0
3717;2008;5;50;5;1;0
3718;2013;3;19;5;0;0
3719;2024;19;65;4;5;0
3720;2018;8;37;5;1;1
3721;2010;3;54;3;0;0
3722;2014;3;54;5;0;0
3723;2011;2;19;5;0;0
3724;2016;4;16;5;0;0
3725;2012;5;88;5;1;0
3726;2022;10;65;5;2;0
3727;2018;7;95;4;1;0
3728;2019;5;59;5;1;0
3729;2025;15;16;7;3;0
3730;2006;2;54;3;0;0
3731;2021;2;50;1;0;0
3732;2021;9;16;5;1;0
3733;1997;1;113;4;0;0
3734;2016;7;21;4;1;0
3735;2022;12;16;7;2;0
3736;2022;14;54;5;2;1
3737;2013;6;54;3;1;0
3738;2014;3;19;5;0;0
3739;2021;8;86;5;1;0
3740;2022;10;86;4;2;0
3741;2018;6;19;4;1;0
3742;2022;8;59;5;1;0
3743;2023;14;83;5;2;1
3744;2007;4;88;5;0;0
3745;2018;3;19;2;0;0
3746;2011;4;84;5;0;0
3747;2017;3;32;5;0;0
3748;2014;3;19;5;0;0
3749;2010;3;54;5;0;0
3750;2015;8;19;5;1;0
3751;2007;2;113;2;0;0
3752;2021;8;113;2;1;0
3753;2017;18;85;3;4;0
3754;2011;2;19;2;0;0
3755;2019;9;116;5;1;1
3756;2024;12;113;5;2;0
3757;2001;2;37;4;0;0
3758;2013;5;91;5;0;1
3759;2013;4;91;5;0;0
3760;2023;12;97;5;1;1
3761;2018;14;54;5;3;0
3762;2019;9;59;5;1;1
3763;2023;23;37;5;3;1
3764;2023;3;121;24;0;0
3765;2016;4;59;5;0;0
3766;2022;5;113;5;1;0
3767;2005;3;71;5;0;0
3768;2015;8;50;5;1;0
3769;2018;5;113;5;0;1
3770;2013;2;19;4;0;0
3771;2022;7;86;5;0;1
3772;1994;1;91;5;0;0
3773;2016;10;88;5;2;0
3774;2016;10;91;4;1;1
3775;2017;11;109;5;2;0
3776;2014;4;99;5;0;0
3777;2020;8;21;5;1;0
3778;2003;1;19;5;0;0
3779;2021;6;19;2;1;0
3780;2022;23;54;5;6;0
3781;2022;12;42;5;2;0
3782;2022;11;16;4;2;0
3783;2022;13;71;7;1;1
3784;2018;5;19;5;1;0
3785;2014;5;95;5;1;0
3786;2017;8;113;5;1;0
3787;2021;15;85;5;3;0
3788;2007;3;54;5;0;0
3789;2019;4;68;1;0;0
3790;2022;1;126;2;0;0
3791;2018;5;38;2;1;0
3792;2021;10;59;5;1;1
3793;2020;13;88;5;3;0
3794;2023;3;130;2;0;0
3795;2021;7;71;4;1;0
3796;2021;9;118;1;1;1
3797;2016;3;19;5;0;0
3798;2022;21;99;5;6;0
3799;2013;3;113;4;0;0
3800;2023;9;59;5;1;0
3801;2022;14;21;4;3;0
3802;2011;3;113;4;0;0
3803;2015;4;84;4;0;0
3804;2011;8;8;5;1;1
3805;2009;4;123;5;0;0
3806;2015;8;84;4;1;0
3807;2023;17;54;3;4;0
3808;2015;2;5;8;0;0
3809;2015;28;85;5;9;0
3810;2005;2;116;4;0;0
3811;2017;6;5;5;0;1
3812;2015;3;19;5;0;0
3813;2024;18;50;5;4;0
3814;2014;3;91;5;0;0
3815;2018;10;91;5;2;0
3816;2021;10;39;5;2;0
3817;2013;3;71;5;0;0
3818;2019;6;32;5;1;0
3819;1995;1;19;3;0;0
3820;2003;2;91;4;0;0
3821;2025;10;118;1;1;1
3822;2018;10;19;5;1;1
3823;1995;1;95;4;0;0
3824;2016;5;19;5;1;0
3825;2013;4;54;5;0;0
3826;2018;7;21;2;0;1
3827;2016;5;18;5;1;0
3828;2021;7;32;5;1;0
3829;2020;1;126;1;0;0
3830;1999;1;71;4;0;0
3831;2023;8;19;2;1;0
3832;2025;15;63;4;3;0
3833;2021;8;19;4;1;0
3834;2019;6;113;2;1;0
3835;2019;7;113;5;1;0
3836;2008;3;19;5;0;0
3837;2015;4;99;5;0;0
3838;2023;25;89;2;7;0
3839;2019;8;30;5;1;1
3840;2017;1;90;1;0;0
3841;2024;15;42;4;3;0
3842;1997;1;91;5;0;0
3843;2013;9;84;4;1;0
3844;2021;14;18;5;3;0
3845;2017;4;5;5;0;1
3846;2016;4;59;5;0;0
3847;2006;2;54;5;0;0
3848;2017;6;54;5;1;0
3849;2012;2;19;5;0;0
3850;2013;2;32;5;0;0
3851;2012;5;91;5;1;0
3852;2020;9;83;5;1;0
3853;2006;2;54;3;0;0
3854;2016;9;54;5;1;0
3855;2022;1;50;2;0;1
3856;2011;3;59;4;0;0
3857;2007;3;113;5;0;0
3858;2021;10;19;5;2;0
3859;2021;8;59;5;1;0
3860;2011;3;54;3;0;0
3861;2019;6;32;5;1;0
3862;2023;2;50;1;0;0
3863;2013;3;81;5;0;0
3864;2022;3;122;2;0;0
3865;2008;1;113;4;0;0
3866;2014;3;19;5;0;0
3867;2025;11;86;5;2;0
3868;2021;6;19;2;1;0
3869;2007;3;95;5;0;0
3870;2015;6;116;5;1;0
3871;2007;2;91;4;0;0
3872;1999;2;88;4;0;0
3873;2007;3;54;4;0;0
3874;2018;6;54;5;1;0
3875;2012;2;19;1;0;0
3876;2019;0;125;1;0;0
3877;2013;4;19;4;0;0
3878;2009;3;95;2;0;0
3879;1997;1;19;4;0;0
3880;2016;6;81;4;1;0
3881;2023;13;59;5;3;0
3882;2017;8;49;5;1;0
3883;2021;10;30;5;1;1
3884;2019;16;88;5;3;0
3885;2011;3;116;4;0;0
3886;2013;3;113;5;0;0
3887;2021;17;109;5;2;1
3888;2015;1;69;1;0;0
3889;2016;13;37;5;1;1
3890;2012;5;109;5;1;0
3891;2020;8;132;4;1;0
3892;2012;5;91;5;1;0
3893;2021;9;113;5;1;0
3894;2011;5;88;5;1;0
3895;2017;6;99;5;1;0
3896;2019;5;54;4;1;0
3897;2010;2;54;5;0;0
3898;2021;9;16;5;1;1
3899;2019;8;95;2;1;0
3900;2015;7;54;5;1;0
3901;2022;10;86;5;1;1
3902;2016;4;86;5;0;0
3903;1990;1;91;2;0;0
3904;2007;2;54;5;0;0
3905;2021;9;116;5;2;0
3906;2017;6;88;5;1;0
3907;2012;6;54;4;1;0
3908;2012;5;91;5;1;0
3909;2021;7;19;5;1;0
3910;2011;2;59;5;0;0
3911;2016;3;99;5;0;0
3912;2014;6;109;2;1;0
3913;2016;5;54;5;1;0
3914;2002;2;19;5;0;0
3915;2022;11;63;7;2;0
3916;2015;2;113;5;0;0
3917;2021;8;59;5;1;0
3918;2019;6;32;5;1;0
3919;2019;7;84;5;0;1
3920;2009;2;116;5;0;0
3921;2010;3;42;5;0;0
3922;2024;11;86;5;2;0
3923;2015;8;116;5;1;0
3924;2022;9;86;5;1;0
3925;2001;1;116;5;0;0
3926;2022;27;62;5;8;0
3927;2012;1;50;2;0;0
3928;2012;2;19;5;0;0
3929;2022;9;86;5;1;0
3930;2018;2;126;1;0;0
3931;2022;10;21;4;2;0
3932;2022;15;109;5;2;1
3933;2015;8;71;4;1;0
3934;2013;4;91;5;0;0
3935;2018;5;38;2;1;0
3936;2015;6;54;5;1;0
3937;2016;4;19;5;0;0
3938;2022;6;113;4;1;0
3939;2019;1;50;2;0;1
3940;2018;3;70;7;0;0
3941;2000;2;111;4;0;0
3942;2019;5;36;5;1;0
3943;2022;11;63;4;1;1
3944;2016;4;54;5;0;0
3945;2016;14;37;5;3;0
3946;1999;1;100;5;0;0
3947;2009;3;54;4;0;0
3948;2021;9;19;5;1;0
3949;2023;1;115;1;0;0
3950;2017;9;123;4;2;0
3951;2017;5;19;4;1;0
3952;2019;4;113;5;0;0
3953;2007;3;19;4;0;0
3954;2021;8;32;7;1;0
3955;2022;11;16;5;1;1
3956;2021;14;21;3;2;1
3957;2014;6;54;3;1;0
3958;2003;3;113;5;0;0
3959;2004;2;71;5;0;0
3960;2017;5;71;5;0;1
3961;2003;2;103;5;0;0
3962;2005;1;19;5;0;1
3963;2022;16;95;4;4;0
3964;2009;6;109;4;1;0
3965;2015;7;88;4;1;0
3966;2021;8;86;5;1;0
3967;2015;3;54;5;0;0
3968;2014;3;19;3;0;0
3969;2014;4;95;2;0;0
3970;2008;1;18;5;0;1
3971;2022;1;90;1;0;0
3972;2021;7;19;5;1;0
3973;2019;4;113;5;0;0
3974;2006;1;113;5;0;0
3975;2009;3;21;4;0;0
3976;2013;4;91;5;0;0
3977;2015;13;8;5;3;0
3978;2004;2;116;5;0;0
3979;2016;12;19;4;2;0
3980;2013;10;57;5;1;1
3981;2023;24;19;5;3;1
3982;2022;16;109;5;2;1
3983;2012;4;54;5;0;0
3984;2024;13;86;5;1;1
3985;2014;2;113;5;0;0
3986;2011;0;120;2;0;0
3987;2016;12;37;5;1;1
3988;2016;5;54;4;1;0
3989;2021;9;113;5;1;0
3990;2016;3;54;5;0;0
3991;2024;12;86;5;1;1
3992;2009;4;54;4;0;0
3993;2023;10;30;5;1;1
3994;2017;4;99;5;0;0
3995;2022;1;126;1;0;0
3996;2015;7;116;5;1;0
3997;2011;3;91;4;0;0
3998;2021;5;16;7;1;0
3999;2013;2;19;3;0;0
4000;2020;5;19;5;0;1
4001;2023;10;116;5;2;0
4002;2013;2;19;2;0;0
4003;2012;5;54;5;1;0
4004;2023;11;11;7;2;0
4005;2023;11;42;5;2;0
4006;2012;3;42;5;0;0
4007;2020;8;32;5;1;0
4008;2020;5;38;5;1;0
4009;2022;8;38;5;1;0
4010;2013;2;19;5;0;1
4011;2021;7;74;5;0;1
4012;2018;6;5;5;0;1
4013;2017;1;50;1;0;0
4014;2015;3;113;4;0;0
4015;2018;5;59;5;0;1
4016;2023;9;59;4;1;0
4017;2021;14;91;5;3;0
4018;2022;0;92;2;0;0
4019;2001;2;54;5;0;0
4020;2022;11;5;5;1;1
4021;2012;2;42;5;0;0
4022;2019;6;36;5;1;0
4023;2024;13;41;5;3;0
4024;2021;7;86;5;1;0
4025;2023;12;42;5;2;0
4026;2014;5;91;5;0;1
4027;2022;12;59;5;2;0
4028;2014;3;71;3;0;0
4029;2023;7;32;7;1;0
4030;2022;10;39;5;2;0
4031;2021;7;19;4;1;0
4032;2010;3;54;5;0;0
4033;2017;1;80;2;0;0
4034;2023;1;126;2;0;0
4035;2020;9;21;4;2;0
4036;2015;3;113;5;0;0
4037;2021;16;54;2;4;0
4038;2013;12;8;5;2;0
4039;2022;8;16;5;1;0
4040;2023;10;30;4;2;0
4041;2020;13;88;5;3;0
4042;2017;5;32;5;0;1
4043;2021;6;19;2;1;0
4044;2019;1;50;1;0;1
4045;2020;2;130;1;0;0
4046;2012;2;19;5;0;0
4047;2019;14;54;5;3;0
4048;2005;4;54;4;0;0
4049;2021;14;19;7;3;0
4050;2021;8;83;2;1;0
4051;2025;102;85;2;42;0
4052;2017;4;59;5;0;0
4053;2017;4;42;5;0;0
4054;2005;3;37;5;0;0
4055;2014;13;87;5;3;0
4056;2013;9;123;4;1;0
4057;2018;6;37;5;1;0
4058;2023;18;54;5;4;0
4059;2012;2;54;4;0;0
4060;2014;3;127;6;0;0
4061;2022;13;63;7;1;1
4062;2005;2;95;5;0;0
4063;2000;1;19;2;0;0
4064;2013;5;54;2;1;0
4065;2011;2;113;5;0;0
4066;2019;12;54;2;2;0
4067;2021;18;85;1;4;0
4068;2022;8;86;5;1;0
4069;2018;6;16;7;1;0
4070;2012;5;91;5;1;0
4071;2011;1;113;5;0;0
4072;2021;8;86;5;1;1
4073;2021;16;84;4;2;1
4074;2000;1;50;4;0;0
4075;2020;9;21;2;1;1
4076;2003;2;19;5;0;0
4077;2015;4;5;5;0;0
4078;2023;10;19;5;1;1
4079;2012;3;47;1;0;0
4080;2018;4;54;5;0;0
4081;2015;3;42;5;0;0
4082;2017;11;116;5;2;0
4083;2012;5;37;5;1;0
4084;2022;7;19;2;1;0
4085;2017;6;21;2;1;0
4086;2010;4;54;3;0;0
4087;2019;13;88;5;3;0
4088;2022;11;16;4;2;0
4089;2022;10;86;5;2;0
4090;2012;2;59;5;0;0
4091;2023;13;83;2;3;0
4092;2018;9;99;5;1;1
4093;2014;4;16;5;0;0
4094;2023;13;59;5;3;0
4095;2017;5;19;5;1;0
4096;1998;1;19;3;0;0
4097;2021;6;38;5;0;1
4098;2008;3;54;2;0;0
4099;2018;7;21;2;1;0
4100;2021;12;81;5;2;0
4101;2015;2;41;5;0;0
4102;2015;7;54;5;1;0
4103;2012;1;113;5;0;0
4104;2021;14;116;5;3;0
4105;2023;8;38;5;1;0
4106;2021;6;38;5;1;0
4107;2017;9;88;4;1;1
4108;2023;18;88;5;4;0
4109;2020;7;16;4;1;0
4110;2020;7;16;7;1;0
4111;2023;2;50;1;0;0
4112;2014;4;99;2;0;0
4113;2024;11;86;5;2;0
4114;2005;2;19;5;0;0
4115;2022;2;6;2;0;0
4116;2017;5;19;4;1;0
4117;2017;3;32;5;0;0
4118;2012;6;71;5;1;0
4119;2020;4;18;4;0;0
4120;2019;7;113;5;1;0
4121;2006;4;37;5;0;0
4122;2015;5;81;6;1;0
4123;2018;10;91;5;2;0
4124;2022;14;88;5;3;0
4125;2005;2;19;5;0;0
4126;2007;2;116;5;0;0
4127;2017;8;88;4;1;0
4128;2017;6;88;5;1;0
4129;2025;13;86;5;3;0
4130;2021;10;86;5;1;1
4131;2022;10;16;5;2;0
4132;2019;1;50;1;0;0
4133;2023;2;126;1;0;0
4134;2024;12;59;5;2;0
4135;2016;1;126;1;0;0
4136;2013;2;113;5;0;0
4137;2012;0;69;2;0;1
4138;2020;14;54;4;3;0
4139;2022;9;86;5;1;0
4140;2011;2;79;4;0;0
4141;2022;13;63;7;3;0
